0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44
2.1860069765617025 0.00437495003938759 0.056176728268473586 0.5346178489268086 0.7439036367130071 0.031388103191635854 0.1938325960091377 0.2004419466280142 0.3831914860899126 2.5079173988518706 1.324155528620496 0.41587976899555695 0.30854271976120246 2.983841052737611 1.5198679993901165 4.32304955058188 1.0289066396568032 0.03730583908994068 0.5345192232185565 0.771178040223648 0.06857722614885488 0.17332769793228822 0.31497118702953203 0.38023600081503056 0.22190994875279413 0.3460783271113194 0.17101863144030469 0.02440038984396747 0.4610318524178341 0.10788600201934774 0.010968401388025828 0.8564154316780649 0.15169024299349182 1.464420529936709 0.04358647189518572 1.1408317068527656 0.27917940230573474 1.8703818491072153 0.11471174271371011 0.4300486729001951 0.07504223204249452 0.7045918172350499 0.9575623924304513 0.045337579580297604 1.3592416825382057
0.11285485079944231 0.2138483344109129 1.2408038238337755 0.0519825008019622 1.3047206906416102e-07 0.0649230035855857 0.349132321808111 0.0861950850788104 0.07505106385814339 0.34438965200084376 0.7960430946633203 0.20174281528155297 0.0849335694208899 0.21322988475837837 0.4453578845519496 0.23764133878317975 0.21785782687446273 0.1772063236331946 0.04275836758019807 0.11614687204056015 0.016432964161744543 0.016431038178934366 0.015226195193673095 0.0018418265794811434 0.4520285765333877 0.5281144167367626 0.2574615447643317 0.06446619939590968 0.2898617852011965 0.11324041046991376 0.02777848665503568 0.0030119390530098647 0.1087490858339742 0.005276625072546879 0.012135803870400422 0.03987431615523935 0.19699893151963854 0.04936074092563594 0.0534096361154098 0.05768334630896556 0.00015281744853938762 0.0035984897973394456 0.058880165353190274 0.019329962447981415 0.002704434629110513
0.6172014016980931 1.029800111589657 0.06431314527971688 1.009531918352845 0.0259207242344378 0.12966964213936624 0.7430715324404777 0.0007512955148890411 1.8484718416869408 0.044495962749550255 0.34435069270808105 2.908170241207368 0.3511401364181403 0.11250534715099972 0.0019076893225401569 0.5090105049905488 0.3593153725134866 0.681113189310301 3.7419961834164415 0.6532072059264911 0.2813250505504379 0.030286192571635992 0.8619597010744207 0.16416811374695428 1.695365727117835 0.004632833118529868 0.0263921335335292 0.4356915704077317 0.042479622995703396 1.4304658065315776 1.2157698928534841 1.4563876380130656 3.286719981026079 0.9330526527090449 4.852698146281095 0.042266914836688124 0.43103119234255227 0.01571211576070243 1.336513567945285 0.14789414527860933 0.10152338383640132 0.7613317442329881 0.609847274146676 0.3315693721361918 1.6032721852327083
0.011335022955221217 0.0003871516086618803 1.182449786335605 0.23080816225803824 0.00046324613330524033 0.2924800413185128 0.004367901281652989 0.0024346222640033678 0.0023227582789155194 0.016336247005786737 0.9759944070140847 0.1327209109387838 0.018001540349651568 0.4011233067198805 0.00094564867406412 0.0010515159246563255 0.002838960001885936 1.2490168613907013 0.2602288654111407 1.0230473644909018e-06 0.282489379233128 0.007181147178289331 0.004185532052105791 0.004567718426528209 0.5022695762983664 1.3234534178319737 2.2282912997116133 0.9083458793537328 0.7123269800046726 1.0112093528068353 0.28556348631229356 0.9963557488433137 0.13193276276970006 0.0971088729828258 0.16336481587908294 0.30307501396397757 0.007840563390343593 0.004486358018805082 0.005057579418122958 0.30795273456170674 0.22036460414202955 0.3137803638691801 3.6482858910443766e-05 0.0003739984833371324 0.00010614748592418126
0.919688540172688 1.065433011158802 0.13562858830192775 0.07506631599380273 0.03653076140460205 0.0013776286146008803 0.032587895998262326 1.9998059489443215e-05 1.049379032666385 2.2098510976545 0.4007542650774436 1.0611720560477176 1.0017358579928053 0.6981918265800958 0.9926426933850044 0.6794723633731367 2.2290750220773683 1.2701328104815457 0.35280063564246766 0.520243302841756 0.7161828518589347 0.5392245922916834 0.5856792963251023 0.02122232714719927 0.27214515546760054 0.21853016599454392 0.07168261463860344 0.2117432073484577 0.07615912361287114 1.291128146691357 0.007346713843534409 0.06288990211011018 0.009109047934798347 0.044335253845978174 0.4425864226242751 0.032676993117954016 0.00010013680535718374 0.02028040349712798 0.6009525200071738 0.02967644934332788 0.0005993376997379784 0.7891105302718846 0.018039392338488912 0.6183219635713588 0.6707630061657531
0.0017187957069507034 8.577226310768295e-06 0.3138824742458253 0.11864207620380895 0.07996095239025369 0.22143565771733756 0.39001565939763294 0.08466387520272153 0.04796087149050927 0.0014015362346664713 0.12076681454039695 0.05525654859995443 0.05411807316507408 0.10358117754346415 0.1669932732196131 0.05905590370592254 0.037274528715344334 0.199601985899608 0.08908218963892842 0.05074569485892618 0.16016205228197986 0.26041631754962924 0.05585221564157541 0.03207270747308298 0.005729532698295158 0.4479697449713703 8.422546078403808e-05 0.0071712077600644695 0.4413035278753434 0.35713443751860785 0.2374442025240929 0.005859744580038726 0.02094130897251562 0.24106178206368242 0.19218429189447134 0.3560059501889639 0.5221170685563717 0.0003540679471325039 0.0011230765252986147 0.004336934047354083 0.3562093985922099 0.2915700861907285 0.5140848711740305 0.4257035654780853 0.002534501229595398
0.03945742135977683 0.403971510171861 0.9347902812870603 0.28053141869029746 0.6929509878249416 0.6548505091335669 1.75961938249882 0.05381922187283564 0.26944891754552414 0.40985538388886883 0.7931827195914865 0.3156934881081851 0.5950863088089436 0.5706796049584444 1.351433717849109 0.0009401694350702971 0.04519777191401622 0.06391373633793727 0.004702599033608772 0.009423895577949381 0.006802792895222411 0.2803851652703136 0.4348978697384289 0.8286217898051078 0.10053827979669716 0.029042751010046917 0.033991747131874424 0.0770603677909726 0.8193405208497165 1.399729350916964 0.028091886984574786 0.02344758085652347 0.34668824141164445 0.3392260850460802 0.6713308470712547 0.00023407230274280152 0.21500709680072652 0.6214118939437827 1.156491604994463 0.2273985434458582 0.5969762581840562 1.1168502459285712 1.3733949335879818 2.185260197997951 0.030693776328651928
0.0019413915431086655 0.17152329643709882 0.00012447685063908865 0.11060544407611227 0.04294314702053682 0.010380455606922625 0.1378072644233708 0.1642729491293948 0.8345084059946498 0.1520307698357718 0.000567108358643396 0.07404508595815215 0.04580104057807444 0.003795715906088474 0.11593995029943079 0.10876715311710851 0.6225303431765411 0.12000448335836642 0.3145419267459587 0.011751819701611339 0.14662068759686062 0.008216880844146042 0.3936384125701862 1.076380958883963 0.07751128216657856 0.03485841521801675 0.0060957475273230284 0.08524588109893948 0.11070196573151689 0.5939678952093926 0.16296753633913205 0.03463259226003044 0.27926198788394624 0.00105078224921242 0.17885270849124746 0.056130087484894405 0.00157205301654298 0.20520386270719038 0.6815939437211246 0.11199546461313023 0.05248700374635999 0.3973394775441313 0.3626534822478286 1.0970142673828711 0.16785926341454646
0.015376256709107783 0.006567030281649238 0.12347885570630945 0.008138974407882549 0.005461483427131717 0.0016861872102790628 0.05382434729936832 0.06806974965287328 0.023515887953178157 0.027625879762285595 0.13094623957686363 0.029327882722150297 0.0252276828613375 0.015530827144810218 0.00415413856448528 0.014541327502958432 0.0005682412228030879 0.05234736211420851 0.0001377586345450185 1.299123503630837e-06 0.0003031303501142743 0.06730000323230473 0.08210283139472935 0.036764568192352284 0.04342044274495417 0.04793153600851794 0.04133426999956013 0.22462666738950693 0.2171157711620532 0.1487173458751582 0.00015096002098850426 0.0007040096475481605 0.06800187372165149 0.0831385039773827 0.03841494431413358 0.0002524626714523043 0.06055836660601789 0.07625505287829637 0.03366577958829824 0.037941039327959225 0.0540032335531904 0.02148423438418557 0.0049179592496126625 0.0014516191976118597 0.00953457214747497
0.056163564344407085 0.04327452605987031 0.0014694001223146318 0.0011195656526602786 0.2903938284020128 0.0032766880231250906 0.04400453581747397 0.0014271828347684461 0.014602854773515094 0.11716663919994616 0.03898786989376668 0.028271428653968266 0.31292129129836466 0.023062812782436406 0.005552123658727457 0.04953985132969331 0.07794797947513916 0.044260785446486685 0.02988079011711388 0.08672628728364881 0.037677685924737636 0.11457915233742556 0.013547351460566731 0.0018106992226523415 2.7164004929174256e-05 0.25517169162606645 0.0007122523110808114 0.0238529334032171 0.0036340654397718107 0.018261763191174795 0.17490037199963876 0.0003294038767726823 0.014388664057443218 0.003026017092952933 0.013940658384593048 0.19295419293385976 0.365103543736947 0.13877015856694083 0.0897794937653665 0.010055100292774705 0.005453917184197632 0.01874992639573205 0.03441137803728433 0.06456933374720955 0.004283527303469678
